,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,MOBILE_NUM_ID,X_COORD,Y_COORD,DT_MIN,TRAVEL_ID,TRAVEL_DAY,ADDRESS_FULL,ADDRESS_1DEPTH,ADDRESS_2DEPTH,ADDRESS_3DEPTH,ADDRESS_NAME,PHOTO_URL,PLACE_URL,PLACE_CAT
0,0,0,0,h000726_63283,126.46249658277615,33.5023881068893,2023-07-01 16:20:00,h_h000726,1,제주특별자치도 제주시 이호일동 325,제주특별자치도,제주시,이호일동,핑크해안도로,https://lh3.googleusercontent.com/place-photos/AEkURDxQ2s-Cpu9Jx4Wcqni-qa6sLYZbYhFLk5Y89RWLz_zqjo9CrB5lX6ME4ZafQkkiQWIrn7XSDej58Q-iZWFVbCvLHxIwYuUHq9PJ6bDLpDwW_erTu1Vl4omsDNN6063x5kqIeU4GtlbDth47Xdk=s4800-w4000-h3000,http://place.map.kakao.com/2118917029,관광명소
1,1,1,1,h000726_63283,126.35249596935958,33.47364121215814,2023-07-01 17:14:00,h_h000726,1,제주특별자치도 제주시 애월읍 신엄리 2843-3,제주특별자치도,제주시,애월읍 신엄리,천상의노을,https://lh3.googleusercontent.com/place-photos/AEkURDxxys4dTihXPUtQd_DX4Szywr7LV4Pwbg6WwAoNhGOE6zYTCbanwYlkCg7TeHbtlzuQ5KBJUnt67yaRQkhiHlt1zOyCDKFC9dhqbwsnu7eF9aSxZtTl9SzeEf47xHm8kSWrrgIgVVgoThD_=s4800-w3088-h3088,http://place.map.kakao.com/8534630,숙박
2,2,2,3,h000726_63283,126.24994454432807,33.217290652028105,2023-07-01 20:51:00,h_h000726,1,제주특별자치도 서귀포시 대정읍 하모리 2124,제주특별자치도,서귀포시,대정읍 하모리,미영이네 본점,https://lh3.googleusercontent.com/place-photos/AEkURDzokPfiNXv4SINUybbpwrWvZtiRWJ9ftfH1U6LGiJ5YYijQrRNytd1mroK2J5ylvKyBogQx6hMpMr_ysNgtjyLRvMYks7fsGoteS7NmmNvVTVBWVFDLcsh0O62GIQ7Bs-BrrZ6fJywp9E6E50Q=s4800-w3456-h3456,http://place.map.kakao.com/9006988,음식점
3,3,3,4,h000726_63283,126.52764672449534,33.24224532694688,2023-07-01 23:08:00,h_h000726,1,제주특별자치도 서귀포시 호근동 1643,제주특별자치도,서귀포시,호근동,하라케케,https://lh3.googleusercontent.com/place-photos/AEkURDxRy10i3DngRdsVr66ywsbQsHwUXDg2IrwV7XhuydJPueZqZ9HPNIvtkNMfEBSwzUiodI_1BrP34sp7cLoBpXGdWb4oPnOe7c62xHp9oF5xqlEHI9JVAD74-BEIXEOHfq5pMFpFl4JipOms1ss=s4800-w3000-h4000,http://place.map.kakao.com/1812213124,카페
4,4,4,5,h000726_63283,126.302051325204,33.44859609470822,2023-07-02 17:01:00,h_h000726,2,제주특별자치도 제주시 애월읍 금성리 472-3,제주특별자치도,제주시,애월읍 금성리,드라마2015 글로벌푸드몰,https://lh3.googleusercontent.com/place-photos/AEkURDzwZmNTCmm3AeAVY30G076N0Y-a4azMkzr1jIrxBhhRAZZ6emzmJknglXr3tg-on3Ys29O0PwrAxqoFF6nOPN8HHKaUQKidUxPR_3oWSDZPB8NHcU8VvioCIV7d7U7mcBCuZzmDZXltdFZpnQ=s4800-w2992-h2992,http://place.map.kakao.com/745671903,음식점
5,5,5,6,h000726_63283,126.37382576434575,33.4512464337505,2023-07-02 18:12:00,h_h000726,2,제주특별자치도 제주시 애월읍 신엄리 155-1,제주특별자치도,제주시,애월읍 신엄리,자미정 제주애월본점,https://lh3.googleusercontent.com/places/ANXAkqHapXnUGf2SY27HRVoLkeTERyMA1vedk80F35JdcDHGkAwgFqsLJ9Js8R6a-ycA8ktzzqg4wl-0L4YOCc5VRxm6uJ0GUfVx8wk=s4800-w3024-h4032,http://place.map.kakao.com/2139516368,음식점
6,6,6,7,h000726_63283,126.47013661132335,33.50798271644758,2023-07-03 12:01:00,h_h000726,3,제주특별자치도 제주시 도두일동 1741-5,제주특별자치도,제주시,도두일동,일도전복 제주공항점,https://lh3.googleusercontent.com/place-photos/AEkURDzL06ht99mFKonhMLxn9X57pdG67rzmM4Wir44yLdT07e_NueKltaOSA6zh9lPDEScGmfwo3E65ACkgp86q1ygPLsZsghFgRLSdZq5BceyJ4iNKtoZqVjql_HmuXhXHFww6l_1MvooL1FC6=s4800-w2461-h4398,http://place.map.kakao.com/184748805,음식점
7,7,7,8,h000726_63283,126.47240339979986,33.497057986856845,2023-07-03 13:01:00,h_h000726,3,제주특별자치도 제주시 도두일동 2612-16,제주특별자치도,제주시,도두일동,경풍식당,https://lh3.googleusercontent.com/place-photos/AEkURDxlj6Ptx1g6BHxNjY9amI4UgDBYjPcz3pP6ruAWBE6VxCV_6cYyg_DtVdcIAIjd-mnxI8jFcZ2t-JNTcV0udWjdYoi02hE5buhLeavc97QyOZ-7HgtSBe_Wh89U13rcWHZ8zxreFdOu_6kWYkg=s4800-w4000-h2252,http://place.map.kakao.com/8685426,음식점
