,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,MOBILE_NUM_ID,X_COORD,Y_COORD,DT_MIN,TRAVEL_ID,TRAVEL_DAY,ADDRESS_FULL,ADDRESS_1DEPTH,ADDRESS_2DEPTH,ADDRESS_3DEPTH,ADDRESS_NAME,PLACE_URL,PLACE_CAT,PHOTO_URL
0,0,0,0,h001612_66965,126.4793756,33.4934618,2023-06-26 21:45:00,h_h001612,1,제주특별자치도 제주시 연동 2395-1,제주특별자치도,제주시,연동,프랩베이커리,http://place.map.kakao.com/1328586958,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDzoRmmqL19dBLOkj5GCtdjM1o87tPvbQ5Q2Ce1JK4f2jphlmjnoToesn5fr03P4brWHSyOAaDilROVZy813Tq3ENXCFxsDHGveCcI6o2Sy2zKARLaRhrvj7etK1MHQzNCTHDsKeXiR-8MAg=s4800-w4032-h2268
1,1,1,1,h001612_66965,126.5375975,33.497396,2023-06-26 22:12:00,h_h001612,1,제주특별자치도 제주시 이도이동 1085-4,제주특별자치도,제주시,이도이동,만세국수,http://place.map.kakao.com/990028271,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDy5GF_9wKBgF2yjXjyJEcZUmSjSbyItLwUl8XfpF9d8JZDUgbADtf5bTMNeWie1PGuXAKIGxixOxawKLWVz2w7yDEcR4O--uUn_j9h-s3taqr_WcyVU7MQPs__xiCPBX-w421PYACiI8KKdGwM=s4800-w4032-h3024
2,2,2,3,h001612_66965,126.7128357,33.5529375,2023-06-27 14:10:00,h_h001612,2,제주특별자치도 제주시 구좌읍 동복리 1759,제주특별자치도,제주시,구좌읍 동복리,정육면체 제주점,http://place.map.kakao.com/490880696,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDxNthdB9wtwP_PSpqYiVfOGYGN2-T4R0SzkE3YwYvQi0aZGCzKVWV6uJFcEBBM5hhBX9uVkug-DzXTY-vficOC3suxO86YuaEb4JK-cyuAQgkQxY2_UUsEwBDnXKPleSx6fDJUns6alKkcb75HTq4-Eog=s4800-w4000-h3000
3,3,3,4,h001612_66965,126.3629146,33.2743648,2023-06-28 12:34:00,h_h001612,3,제주특별자치도 서귀포시 안덕면 상창리 622-2,제주특별자치도,서귀포시,안덕면 상창리,콩이네두부,http://place.map.kakao.com/19916173,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDyEDzaTIjn917PvwwBReo6p9iFK3lJ-L6NNgkORbQHw4q1F2mOVGMt_BgDUaSuiCuOYuHkE7qEBRcby6BnPK757OQBO9CYZk1kuMQqhRdGJtl-Bspi4Gl2Uw05vw68mNyIoWjCZTF5gCtvtJM4=s4800-w4032-h3024
4,4,4,5,h001612_66965,126.7011681,33.2732748,2023-06-28 16:17:00,h_h001612,3,제주특별자치도 서귀포시 남원읍 태위로 522-12,제주특별자치도,서귀포시,남원읍,BBQ 금호제주리조트점,http://place.map.kakao.com/2093965785,음식점,
5,5,5,6,h001612_66965,126.562744,33.2499263,2023-06-28 17:08:00,h_h001612,3,제주특별자치도 서귀포시 서귀동 340,제주특별자치도,서귀포시,서귀동,남매네흑돼지,http://place.map.kakao.com/1144232432,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDy7RK9uFNmEmgwCEqVovBhS4u0uKf4fgvJtcoc0Ga1ZQGGZB2EFxsGPfOq4gYefa_uTcayKIyYQgAO5G5MG4R_rztg6QwbF0rmlwqQuuc2doQbuAYO4r8jBuPQlE1y8UCrF76enwH3ShrwtNw=s4800-w4032-h3024
6,6,6,7,h001612_66965,126.7017286,33.2730736,2023-06-29 00:35:00,h_h001612,4,제주특별자치도 서귀포시 남원읍 태위로 522-12,제주특별자치도,서귀포시,남원읍,금호리조트 제주아쿠아나,http://place.map.kakao.com/12665029,관광명소,https://lh3.googleusercontent.com/place-photos/AEkURDwx0X3QaTkZpVkW2EYYtY3X1nkZfm_mKVqQzZin9YAPpNG72Yf9-xFFzCrqSLzkKLoWVep9j7gKvGxXYpfawuotBwQG0AXLl3Y4t1gFjVaIR9K9W02DK2i3bHNWmnAv07WpqroqzxEpjoZkmA=s4800-w2848-h1602
7,7,7,8,h001612_66965,126.5095489,33.2482776,2023-06-29 16:01:00,h_h001612,4,제주특별자치도 서귀포시 일주동로 9209,제주특별자치도,서귀포시,,송사부수제쌀고로케 이마트 서귀포점,http://place.map.kakao.com/1950570555,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDzpfA4oaFwJbV9HoJFWz7iDAoNvL_kyGveULiJ1dAOkkOxa2mBg1WRbwNvSWUBWzmHwgnLyq68YnDeQJ6zJXDDet4UGj73n43JANmInNmYcVAtEI2cQ0Fpl-stglKViyz4kHYruBblDC6ddUkNZnD4AwA=s4800-w3840-h2160
8,8,8,9,h001612_66965,126.7039066,33.2752239,2023-06-30 08:49:00,h_h001612,5,제주특별자치도 서귀포시 남원읍 남원리 2490-136,제주특별자치도,서귀포시,남원읍 남원리,남돈가,http://place.map.kakao.com/1394868584,음식점,https://lh3.googleusercontent.com/places/ANXAkqFmiPgCfHdaHYNurt2fWnIsxFacuV7t9TnNnCN3nIxjPcp9lAbO-vE1HilvAPTsiw4JiEMccDvvum4ImCS0CRShyf55dqYAclw=s4800-w960-h720
9,9,9,10,h001612_66965,126.4156481,33.2577778,2023-06-30 12:10:00,h_h001612,5,제주특별자치도 서귀포시 색달동 2317-3,제주특별자치도,서귀포시,색달동,퍼랭,http://place.map.kakao.com/997649751,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDwBu0yszNdmDKBu3qyDZr4WUuBjcBgEvYZGSyAgGRQE81In29tkcOciUUbErPXZG4w6pooR_CeJT_VmDMakEW70NO3cc8a34rojhB1vf3bO9kPey9mKrxU-cu1vyRozK0sHZoJklEPQbqrf-g=s4800-w4000-h3000
