,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,MOBILE_NUM_ID,X_COORD,Y_COORD,DT_MIN,TRAVEL_ID,TRAVEL_DAY,ADDRESS_FULL,ADDRESS_1DEPTH,ADDRESS_2DEPTH,ADDRESS_3DEPTH,ADDRESS_NAME,PLACE_URL,PLACE_CAT,PHOTO_URL
0,0,0,0,h001794_67742,126.4974226172892,33.4816006226656,2023-07-11 15:59:00,h_h001794,1,제주특별자치도 제주시 연동 419-2,제주특별자치도,제주시,연동,유리네식당,http://place.map.kakao.com/10678894,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDzrBTyC_Nb74bfyb_ssGJobx1Bcgxy4Cebysj2BCXpXq0lHCITh_jAoO_n9-U8-3Rja0ThuatFMMJk4HQt9s23vpz58bltVqM1OcoPGw8hxOHyvX-OW_0_vdkAxfp3AqpuyPHpf5wpA6P6ByuZiVmUT2w=s4800-w4000-h2252
1,1,1,2,h001794_67742,126.52663810007488,33.51324003770288,2023-07-11 18:37:00,h_h001794,1,제주특별자치도 제주시 관덕로 67,제주특별자치도,제주시,,제라헌 동문점,http://place.map.kakao.com/24718494,음식점,https://lh3.googleusercontent.com/places/ANXAkqGDfLuDdEfCb3i633etBF6Mst0zqipLynskb9Ti_cJ1QwB7QzS6qmLs11W8s8cYowk2XPHA83RUBMf18PyJYGdodHkas8aUaYM=s4800-w2991-h2514
2,2,2,3,h001794_67742,126.52589160667512,33.511430521465186,2023-07-11 19:22:00,h_h001794,1,제주특별자치도 제주시 이도일동 1330-45,제주특별자치도,제주시,이도일동,고객식당,http://place.map.kakao.com/8755148,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDx6cD3uWS-KM1EZcAL9nRv8DdAW36pj9IL2UMuxGVTbIw7LKGza2qsXEjqy7oV-4ourW16IKNFClMlgGciCwj3cOVaMiwwTF2s9edEY-43tiF-Df9zM8SCZUmBcu2gb08uknVOwlN1zNc0DeQ=s4800-w700-h394
3,3,3,4,h001794_67742,126.52409572297768,33.51100711594065,2023-07-11 19:42:00,h_h001794,1,제주특별자치도 제주시 이도일동 1479-5,제주특별자치도,제주시,이도일동,명동손칼국수,http://place.map.kakao.com/10336266,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDwDTP3itl6QXXN9DyBWq0abT0c7wxOT77uioL9p_OUitT0W1dGRa7hGFCkfdZ384JEsPZBC8ZU6sYJgMS5aNCKR0tDqym0fchMEyl1RYXGDqrQ8zflxcINn8yj_LEf5MVjdOvIxb6qmJJKgtH6-BJrL=s4800-w3024-h4032
4,4,4,5,h001794_67742,126.69999136565592,33.50611597106817,2023-07-12 06:19:00,h_h001794,2,제주특별자치도 제주시 조천읍 선흘리 2294-7,제주특별자치도,제주시,조천읍 선흘리,점봉여관,http://place.map.kakao.com/45161275,숙박,https://lh3.googleusercontent.com/place-photos/AEkURDwNC_9vQ0yXNCIW6sA4C_bqhMT6gc3S2A5-QQsVYBQFZ-JM4s9_7MwIRo8Af1s-5Hvm0jAZ5okQkA813MgRav2UxgS-ipvVJRLGP72mwatrR0dF976dayexZNz81XyTVM4QKL19SIthwaS_ya0=s4800-w4032-h1960
5,5,5,6,h001794_67742,126.67089690766274,33.54270179206813,2023-07-12 15:04:00,h_h001794,2,제주특별자치도 제주시 조천읍 함덕리 산 14-1,제주특별자치도,제주시,조천읍 함덕리,해녀김밥 본점,http://place.map.kakao.com/1412534993,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDxxEQKKmIQjruOFMSXxzlCfJXe9yYMaaSc-fAwRJu08S1lOaxZp605DhV6mAiNO0DyqMcySjJEjk-1kVt692bW6I9my9HvNwSExu8G3cpac7CHuN2dT8D6195xQP5lorFErkqSLMcvvzUwxew=s4800-w4000-h3000
6,6,6,7,h001794_67742,126.67308301986102,33.543360339587174,2023-07-12 15:25:00,h_h001794,2,제주특별자치도 제주시 조천읍 평사길 10,제주특별자치도,제주시,조천읍,함덕해물라면오빠집,http://place.map.kakao.com/1128256491,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDxN_nyNbnnfboB-oThwPvNtoseDEkw4dQTTTm3DkY6gjXcsS_hVXd6jAzKeNsJrowVsSWoQz08n_yW-xjFiSQsH37Aw1K8YQaL_5AUK8RIdHWV44581Hnk8LbQTzhWAD0qY59MT_OQzWAYnSA=s4800-w4032-h3024
7,7,7,8,h001794_67742,126.62265674307068,33.53032800418163,2023-07-12 22:24:00,h_h001794,2,제주특별자치도 제주시 조천읍 신촌리 4005,제주특별자치도,제주시,조천읍 신촌리,영식이네짜장,http://place.map.kakao.com/334679354,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDyfkcVEXcTuG3tuiv4entnvE3UjQZiSQ58Saw2_JctIVKNhL-ejvaXC8d8x61zCJvYH_3tj_W-FjSPdGOFOeX4zZtPnMi7MSmcmS0BJr2eonH9SI3F0vTfjshzoyQuz1JOTC8mNHG4NGdIN9g=s4800-w1868-h4000
8,8,8,9,h001794_67742,126.70792111585564,33.50524639209116,2023-07-13 12:26:00,h_h001794,3,제주특별자치도 제주시 조천읍 선흘리 1377-6,제주특별자치도,제주시,조천읍 선흘리,제주그리미,http://place.map.kakao.com/1705257344,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDwJaJ0BklsaeViuklUMYgQBEMlil7mAyfEbcfwxTuydOIg_oEX18BSNhWPTObVaEXkgZJNTEpuKLOdyQvjjHXVPxDGtAc1MhNrzudP9NAxeX-kmT7MLodC_xRSruHMw6U9-2BccjX1zZNopJCk=s4800-w3024-h4032
9,9,9,10,h001794_67742,126.77851002542944,33.44422641922627,2023-07-13 13:09:00,h_h001794,3,제주특별자치도 제주시 구좌읍 금백조로 930,제주특별자치도,제주시,구좌읍,스누피가든,http://place.map.kakao.com/852041742,관광명소,https://lh3.googleusercontent.com/place-photos/AEkURDxSgxpPJZWhlXYYOHa3NjOayMvyar9OLBbIboofy3pd_yS07s4wSJH1pujkNf_DKba4UZeQ02xEmAKHuKb453FK2Ci-7w7jlV9GjNfVHRSqC6Mnxu2guM348ASK15dJCnL5DnmzowMH_yqqWQY=s4800-w4000-h3000
