,Unnamed: 0.1,Unnamed: 0,MOBILE_NUM_ID,X_COORD,Y_COORD,DT_MIN,TRAVEL_ID,TRAVEL_DAY,ADDRESS_FULL,ADDRESS_1DEPTH,ADDRESS_2DEPTH,ADDRESS_3DEPTH,ADDRESS_NAME,PLACE_URL,PLACE_CAT
0,0,0,h002611_72818,126.66880307394,33.540995961114014,2023-08-12 09:59:00,h_h002611,1,제주특별자치도 제주시 조천읍 함덕리 1002-73,제주특별자치도,제주시,조천읍 함덕리,털보식당,http://place.map.kakao.com/9506426,음식점
1,1,1,h002611_72818,126.6703798890028,33.54267003463241,2023-08-12 11:18:00,h_h002611,1,제주특별자치도 제주시 조천읍 함덕리 1004-58,제주특별자치도,제주시,조천읍 함덕리,함덕뚝배기,http://place.map.kakao.com/27596580,음식점
2,2,2,h002611_72818,126.67101447432752,33.542479898715115,2023-08-12 11:55:00,h_h002611,1,제주특별자치도 제주시 조천읍 함덕리 산 14-68,제주특별자치도,제주시,조천읍 함덕리,오드랑베이커리,http://place.map.kakao.com/1578746387,음식점
3,3,3,h002611_72818,126.66357532063071,33.54341491079265,2023-08-12 16:58:00,h_h002611,1,제주특별자치도 제주시 조천읍 함덕리 1010,제주특별자치도,제주시,조천읍 함덕리,고집돌우럭 함덕점,http://place.map.kakao.com/28082185,음식점
4,4,4,h002611_72818,126.8646358719244,33.5238882025489,2023-08-12 18:51:00,h_h002611,1,제주특별자치도 제주시 구좌읍 면수1길 27,제주특별자치도,제주시,구좌읍,벼리게스트하우스,http://place.map.kakao.com/26870979,숙박
5,5,5,h002611_72818,126.85545505584784,33.52236085404402,2023-08-12 20:55:00,h_h002611,1,제주특별자치도 제주시 구좌읍 세화리 1544-2,제주특별자치도,제주시,구좌읍 세화리,인손,http://place.map.kakao.com/565917730,음식점
6,6,6,h002611_72818,126.85417755467805,33.52269181636387,2023-08-12 21:11:00,h_h002611,1,제주특별자치도 제주시 구좌읍 구좌로 26-8,제주특별자치도,제주시,구좌읍,담쟁이펜션,http://place.map.kakao.com/1542485515,숙박
7,7,7,h002611_72818,126.86438634719816,33.52459941863937,2023-08-13 16:32:00,h_h002611,2,제주특별자치도 제주시 구좌읍 하도리 3200-3,제주특별자치도,제주시,구좌읍 하도리,면수동흑돼지,http://place.map.kakao.com/1022683359,음식점
8,8,8,h002611_72818,126.85435164184943,33.52485933484831,2023-08-13 17:29:00,h_h002611,2,제주특별자치도 제주시 구좌읍 세화리 3651,제주특별자치도,제주시,구좌읍 세화리,연미정,http://place.map.kakao.com/18352760,음식점
9,9,9,h002611_72818,126.56525411957143,33.25015581540377,2023-08-13 19:38:00,h_h002611,2,제주특별자치도 서귀포시 서귀동 270-30,제주특별자치도,서귀포시,서귀동,바당국수,http://place.map.kakao.com/1701981130,음식점
10,10,10,h002611_72818,126.56459084013837,33.2508673776528,2023-08-13 20:10:00,h_h002611,2,제주특별자치도 서귀포시 동문로 35,제주특별자치도,서귀포시,,갤러리 섬,http://place.map.kakao.com/318375018,문화시설
11,11,11,h002611_72818,126.56494038556444,33.24977076141835,2023-08-14 09:18:00,h_h002611,3,제주특별자치도 서귀포시 서귀동 340,제주특별자치도,서귀포시,서귀동,메로식당,http://place.map.kakao.com/9026632,음식점
12,12,12,h002611_72818,126.5609339840503,33.24828814428193,2023-08-14 10:27:00,h_h002611,3,제주특별자치도 서귀포시 서귀동 311-21,제주특별자치도,서귀포시,서귀동,천짓골,http://place.map.kakao.com/12501703,음식점
13,13,13,h002611_72818,126.56147610722752,33.25283051838998,2023-08-14 10:51:00,h_h002611,3,제주특별자치도 서귀포시 서귀동 336,제주특별자치도,서귀포시,서귀동,오늘도통통 서귀포점,http://place.map.kakao.com/1997744374,음식점
14,14,14,h002611_72818,126.5679065166035,33.24834107741017,2023-08-14 16:34:00,h_h002611,3,제주특별자치도 서귀포시 서귀동 216-7,제주특별자치도,서귀포시,서귀동,파리바게뜨 제주서귀포점,http://place.map.kakao.com/12353632,음식점
15,15,15,h002611_72818,126.56518772837022,33.24489953776813,2023-08-14 17:03:00,h_h002611,3,제주특별자치도 서귀포시 서귀동 572-9,제주특별자치도,서귀포시,서귀동,서작가초밥집,http://place.map.kakao.com/505706956,음식점
16,16,16,h002611_72818,126.56936812195312,33.24427343549697,2023-08-14 17:39:00,h_h002611,3,제주특별자치도 서귀포시 서귀동 93-23,제주특별자치도,서귀포시,서귀동,칠십리음식특화거리,http://place.map.kakao.com/26524446,관광명소
17,17,18,h002611_72818,126.56330097151572,33.249839042895665,2023-08-14 20:29:00,h_h002611,3,제주특별자치도 서귀포시 서귀동 340,제주특별자치도,서귀포시,서귀동,남매네흑돼지,http://place.map.kakao.com/1144232432,음식점
18,18,19,h002611_72818,126.5673709626037,33.24898245857343,2023-08-14 22:43:00,h_h002611,3,제주특별자치도 서귀포시 서귀동 335,제주특별자치도,서귀포시,서귀동,다정이네 올레시장본점,http://place.map.kakao.com/21473782,음식점
19,19,20,h002611_72818,126.57374926072436,33.2515593705956,2023-08-15 09:22:00,h_h002611,4,제주특별자치도 서귀포시 동홍동 2174-17,제주특별자치도,서귀포시,동홍동,신용참숯갈비,http://place.map.kakao.com/21470434,음식점
20,20,21,h002611_72818,126.56694294510862,33.243828154907405,2023-08-15 13:09:00,h_h002611,4,제주특별자치도 서귀포시 서귀동 962-92,제주특별자치도,서귀포시,서귀동,몬스테라,http://place.map.kakao.com/137949989,음식점
21,21,22,h002611_72818,126.56582235257632,33.24170303952233,2023-08-15 16:04:00,h_h002611,4,제주특별자치도 서귀포시 서귀동 752-3,제주특별자치도,서귀포시,서귀동,보물섬횟집,http://place.map.kakao.com/10384914,음식점
