,Unnamed: 0.1,Unnamed: 0,MOBILE_NUM_ID,X_COORD,Y_COORD,DT_MIN,TRAVEL_ID,TRAVEL_DAY,ADDRESS_FULL,ADDRESS_1DEPTH,ADDRESS_2DEPTH,ADDRESS_3DEPTH,ADDRESS_NAME,PLACE_URL,PLACE_CAT
0,0,0,h005379_95473,126.50618814471092,33.51642256663274,2023-08-26 08:50:00,h_h005379,1,제주특별자치도 제주시 용담삼동 2580,제주특별자치도,제주시,용담삼동,청해야,http://place.map.kakao.com/10086584,음식점
1,1,1,h005379_95473,126.34693523641096,33.47291429245762,2023-08-26 12:49:00,h_h005379,1,제주특별자치도 제주시 애월읍 고내리 390-2,제주특별자치도,제주시,애월읍 고내리,제주애월낭만식당김밥 고사리육개장,http://place.map.kakao.com/1324558967,음식점
2,2,3,h005379_95473,126.249676269008,33.38958586756572,2023-08-26 20:20:00,h_h005379,1,제주특별자치도 제주시 한림읍 협재리 1193,제주특별자치도,제주시,한림읍 협재리,한림리조트,http://place.map.kakao.com/1914252541,숙박
3,3,4,h005379_95473,126.24979352953234,33.38941409749644,2023-08-27 10:58:00,h_h005379,2,제주특별자치도 제주시 한림읍 일주서로 5083-5,제주특별자치도,제주시,한림읍,정직한돈 협재직영점,http://place.map.kakao.com/798042705,음식점
4,4,5,h005379_95473,126.51898119226182,33.51249103538409,2023-08-27 12:36:00,h_h005379,2,제주특별자치도 제주시 용담일동 122,제주특별자치도,제주시,용담일동,태광식당,http://place.map.kakao.com/24119106,음식점
5,5,6,h005379_95473,126.51644237011983,33.51113808022173,2023-08-27 13:01:00,h_h005379,2,제주특별자치도 제주시 용담일동 2579-1,제주특별자치도,제주시,용담일동,섬노트,http://place.map.kakao.com/1926508357,카페
6,6,7,h005379_95473,126.77210826561348,33.536260507237444,2023-08-27 17:46:00,h_h005379,2,제주특별자치도 제주시 구좌읍 만장굴길 122,제주특별자치도,제주시,구좌읍,김녕미로공원,http://place.map.kakao.com/17110921,관광명소
7,7,8,h005379_95473,126.79574938946534,33.55593592118646,2023-08-27 21:00:00,h_h005379,2,제주특별자치도 제주시 구좌읍 월정리 652-4,제주특별자치도,제주시,구좌읍 월정리,월정리해수욕장,http://place.map.kakao.com/17600274,관광명소
8,8,9,h005379_95473,126.80167933444858,33.55679841457758,2023-08-27 21:37:00,h_h005379,2,제주특별자치도 제주시 구좌읍 해맞이해안로 518-1,제주특별자치도,제주시,구좌읍,담백,http://place.map.kakao.com/759630568,음식점
9,9,10,h005379_95473,126.80222038088571,33.55664830670827,2023-08-28 00:26:00,h_h005379,3,제주특별자치도 제주시 구좌읍 행원리 1370,제주특별자치도,제주시,구좌읍 행원리,틴더타운,http://place.map.kakao.com/1844506916,카페
10,10,11,h005379_95473,126.80108858293848,33.556513372404105,2023-08-28 11:18:00,h_h005379,3,제주특별자치도 제주시 구좌읍 행원리 1513-1,제주특별자치도,제주시,구좌읍 행원리,쑥동산,http://place.map.kakao.com/17600283,관광명소
11,11,12,h005379_95473,126.79616101927404,33.5557077405912,2023-08-28 11:29:00,h_h005379,3,제주특별자치도 제주시 구좌읍 월정리 652-4,제주특별자치도,제주시,구좌읍 월정리,월정리카페거리,http://place.map.kakao.com/27583373,관광명소
12,12,13,h005379_95473,126.77199359775528,33.52887245600374,2023-08-28 12:59:00,h_h005379,3,제주특별자치도 제주시 구좌읍 만장굴길 182,제주특별자치도,제주시,구좌읍,만장굴향토식당,http://place.map.kakao.com/18096999,음식점
13,13,14,h005379_95473,126.5158069360836,33.50895847970869,2023-08-28 15:52:00,h_h005379,3,제주특별자치도 제주시 용담일동 2583,제주특별자치도,제주시,용담일동,오멍가멍들립서,http://place.map.kakao.com/18515671,음식점
14,14,15,h005379_95473,126.52540947211548,33.51177110531395,2023-08-28 16:12:00,h_h005379,3,제주특별자치도 제주시 오현길 78,제주특별자치도,제주시,,제주유배길 제주성안유배길,http://place.map.kakao.com/18973444,관광명소
15,15,16,h005379_95473,126.526176587138,33.51175756565538,2023-08-28 17:22:00,h_h005379,3,제주특별자치도 제주시 이도일동 1435-3,제주특별자치도,제주시,이도일동,동문올레수산,http://place.map.kakao.com/1994899330,음식점
16,16,17,h005379_95473,126.50371986921871,33.51488694300041,2023-08-28 18:07:00,h_h005379,3,제주특별자치도 제주시 용담삼동 997-3,제주특별자치도,제주시,용담삼동,밥파랑,http://place.map.kakao.com/2029932376,음식점
