,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,MOBILE_NUM_ID,X_COORD,Y_COORD,DT_MIN,TRAVEL_ID,TRAVEL_DAY,ADDRESS_FULL,ADDRESS_1DEPTH,ADDRESS_2DEPTH,ADDRESS_3DEPTH,ADDRESS_NAME,PLACE_URL,PLACE_CAT,PHOTO_URL
0,0,0,0,h001393_65873,126.53483571146988,33.49321266304774,2023-07-02 13:15:00,h_h001393,1,제주특별자치도 제주시 이도이동 1026-18,제주특별자치도,제주시,이도이동,반찬마트,http://place.map.kakao.com/1651888031,음식점,
1,1,1,1,h001393_65873,126.53295642984318,33.49549579652376,2023-07-02 13:29:00,h_h001393,1,제주특별자치도 제주시 이도이동 1085-4,제주특별자치도,제주시,이도이동,맥도날드 제주시청DT점,http://place.map.kakao.com/17593004,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDz7bK_odxlMCoQXSZlYASbZEvv85K8dzTABGAeJ7PcsSd_Wu0FmvhQCTqvxCXqfnBd-_FhWLjkzPzCwtB3_cSZ4m3s_c634HiXJmVmsmtj5vhb-5aR3SjEx6bTAVTEHVyWUTaHsPhWAd7MsWw=s4800-w4032-h3024
2,2,2,2,h001393_65873,126.52548086916764,33.5149377919703,2023-07-02 14:37:00,h_h001393,1,제주특별자치도 제주시 일도일동 1300-9,제주특별자치도,제주시,일도일동,칠성로쇼핑거리,http://place.map.kakao.com/26560624,관광명소,https://lh3.googleusercontent.com/place-photos/AEkURDyBiixQr2Te8gJ9Ji5iTIOn7hMmLjp104ZfoRVS8NTTl91I3fkA_ZMT__TkETrsKMi3hbuLACybmOH_6jejgPKJ1zf7DTaMsQmCRO4flg8jt2rjOXJ-whJtf2lrJpm1MMZUSjodg_Q_som6dlA=s4800-w4032-h3024
3,3,3,3,h001393_65873,126.50827955794912,33.516105396692645,2023-07-02 15:58:00,h_h001393,1,제주특별자치도 제주시 용담삼동 505,제주특별자치도,제주시,용담삼동,용출횟집,http://place.map.kakao.com/8026532,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDxW4u98MkvSBp2kb1N_cO7gBaW6WjIPMd-26vW30uIDX36wm1X7uFlI8J_-eWsWK08_RifvPtPIRdkHnU5YJZs_XWetGrELaNNZJNzpflax0pd-az8dgE6DgpVKLtDvL-5QU0_Ky9Z-v4ys_A=s4800-w3000-h4000
4,4,4,4,h001393_65873,126.50580373163945,33.515632144213285,2023-07-02 16:24:00,h_h001393,1,제주특별자치도 제주시 용담삼동 517-3,제주특별자치도,제주시,용담삼동,스시우다,http://place.map.kakao.com/27324231,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDw1Ac9s6fhOHNI7pPqC7DrA67LOAq0Ev6z8673N6wnN5B9cHMjRqXeYFcCANiA615LoAXghGQqDK5RF7TBk-yi_al2_pdiRKPEpc3ktUSguWwsFbt4et1oYoB0qSWZJ1gLYjRQADZTbJRZnUw=s4800-w4800-h3600
5,5,5,5,h001393_65873,126.51605005997902,33.49787187650824,2023-07-02 19:25:00,h_h001393,1,제주특별자치도 제주시 서광로2길 24,제주특별자치도,제주시,,제주기사정식뷔페,http://place.map.kakao.com/9444164,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDxjNfxqg4pUVboPEbeYtKT0p47Fij_jsXIbsDeBGK46U1y_RrM8PXBB0p_UWNute_iNofJBaDAFwOdqNVtH5AiExTBuU-YQLif2psCgs12aQdIWwFe3tnDA1Qcc-3z39zXcP9tUbXLs55lNIk0=s4800-w4032-h3024
6,6,6,7,h001393_65873,126.5333676691846,33.49482606525355,2023-07-02 20:58:00,h_h001393,1,제주특별자치도 제주시 이도이동 1085-4,제주특별자치도,제주시,이도이동,제주삼다냉면 시청점,http://place.map.kakao.com/1915806748,음식점,
7,7,7,8,h001393_65873,126.53462655444844,33.49364743498281,2023-07-02 21:26:00,h_h001393,1,제주특별자치도 제주시 이도이동 1085-4,제주특별자치도,제주시,이도이동,BHC치킨 라마다제주시티홀점,http://place.map.kakao.com/2077466190,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDzmO0EWItEXptnMr82V4BKyf3e9rnxsZvfl3n_wW3pUkH5zMayEjI98xgTBegbsjMlbaiq6wpgAzaH8PWA_hKYBTfy63-GG4gVjyegGafXURabL-zVGtwbTT0gMytbMTeBKuNYZAjF2_qvsog=s4800-w3000-h4000
8,8,8,9,h001393_65873,126.53439449425012,33.49372493880595,2023-07-03 10:23:00,h_h001393,2,제주특별자치도 제주시 이도이동 1085-4,제주특별자치도,제주시,이도이동,땡초김밥싱싱왕만두 이도점,http://place.map.kakao.com/1895101081,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDwzyEU-C1n2AutlJog_Wl9Uq4CHxjNI4cVhUNhNXZVL0fUNlVOpNx1o3ATU2f57gB6bZgq4oMnvwtfwjY71YXSNfNhjxjn45ZjyHB2O9dEfa8SW2q5j7uefC08eeWAhI42K1UKs3W99Gry0jA=s4800-w4032-h3024
9,9,9,10,h001393_65873,126.53073133740496,33.49822942929278,2023-07-03 11:07:00,h_h001393,2,제주특별자치도 제주시 이도이동 1938-1,제주특별자치도,제주시,이도이동,낭푼이 닭한마리,http://place.map.kakao.com/11956882,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDxFepw48X_yEu3-PaQYLR0WR917QrRkX1u0mMVKjoiHVskTtU4spnVyLqDO0NIjY0j6rq3lw5SRYcmSTUGi_hWgzM4GZKn93s24EpLrLRjo1AoERZKLBdERpyuIgIrVOzohQFBHQzW8UjrOkMQ=s4800-w4656-h3492
