,Unnamed: 0.1,Unnamed: 0,MOBILE_NUM_ID,X_COORD,Y_COORD,DT_MIN,TRAVEL_ID,TRAVEL_DAY,ADDRESS_FULL,ADDRESS_1DEPTH,ADDRESS_2DEPTH,ADDRESS_3DEPTH,ADDRESS_NAME,PLACE_URL,PLACE_CAT
0,0,0,h002854_74273,126.40825747716748,33.24741402950037,2023-08-06 18:12:00,h_h002854,1,제주특별자치도 서귀포시 중문관광로72번길 75,제주특별자치도,서귀포시,,제주신라호텔 더 파크뷰,http://place.map.kakao.com/21287112,음식점
1,1,1,h002854_74273,126.40817436656766,33.248697806321935,2023-08-06 18:25:00,h_h002854,1,제주특별자치도 서귀포시 색달동 2798-7,제주특별자치도,서귀포시,색달동,스위트호텔 안트레,http://place.map.kakao.com/21470553,음식점
2,2,2,h002854_74273,126.33547566105672,33.24185650119011,2023-08-06 20:04:00,h_h002854,1,제주특별자치도 서귀포시 안덕면 화순리 804-2,제주특별자치도,서귀포시,안덕면 화순리,어진식당,http://place.map.kakao.com/6996176,음식점
3,3,3,h002854_74273,126.30482782638666,33.25346462217475,2023-08-07 08:13:00,h_h002854,2,제주특별자치도 서귀포시 안덕면 덕수리 2329-1,제주특별자치도,서귀포시,안덕면 덕수리,피자와치킨의러브레터 서귀포안덕점,http://place.map.kakao.com/1884888373,음식점
4,4,4,h002854_74273,126.30473791658449,33.25311455701241,2023-08-07 09:11:00,h_h002854,2,제주특별자치도 서귀포시 안덕면 덕수리 3004-29,제주특별자치도,서귀포시,안덕면 덕수리,무봉리토종순대국 제주도점,http://place.map.kakao.com/1548215462,음식점
5,5,5,h002854_74273,126.30378925492946,33.250877480607826,2023-08-07 09:59:00,h_h002854,2,제주특별자치도 서귀포시 안덕면 덕수리 2379-22,제주특별자치도,서귀포시,안덕면 덕수리,초이,http://place.map.kakao.com/2079216293,음식점
6,6,7,h002854_74273,126.4350099619879,33.23870309831764,2023-08-07 11:37:00,h_h002854,2,제주특별자치도 서귀포시 대포동 2415,제주특별자치도,서귀포시,대포동,흑돈플러스,http://place.map.kakao.com/26937986,음식점
7,7,8,h002854_74273,126.55888716145267,33.253705251644135,2023-08-07 12:32:00,h_h002854,2,제주특별자치도 서귀포시 서홍동 443-41,제주특별자치도,서귀포시,서홍동,미리네국수,http://place.map.kakao.com/1091814066,음식점
8,8,9,h002854_74273,126.56758350810011,33.25022950181207,2023-08-07 18:36:00,h_h002854,2,제주특별자치도 서귀포시 서귀동 254-13,제주특별자치도,서귀포시,서귀동,짱구분식,http://place.map.kakao.com/19358629,음식점
9,9,10,h002854_74273,126.56635285083728,33.2498384711964,2023-08-07 23:22:00,h_h002854,2,제주특별자치도 서귀포시 동문로 53,제주특별자치도,서귀포시,,다정이네 올레시장본점,http://place.map.kakao.com/21473782,음식점
10,10,11,h002854_74273,126.25678799395634,33.223008908765195,2023-08-08 14:12:00,h_h002854,3,제주특별자치도 서귀포시 대정읍 상모리 3965-2,제주특별자치도,서귀포시,대정읍 상모리,모슬포 명가숯불화로구이,http://place.map.kakao.com/21479754,음식점
