,Unnamed: 0.1,Unnamed: 0,MOBILE_NUM_ID,X_COORD,Y_COORD,DT_MIN,TRAVEL_ID,TRAVEL_DAY,ADDRESS_FULL,ADDRESS_1DEPTH,ADDRESS_2DEPTH,ADDRESS_3DEPTH,ADDRESS_NAME,PLACE_URL,PLACE_CAT
0,0,0,h003009_75055,126.52691503890304,33.51251022483492,2023-08-23 21:28:00,h_h003009,1,제주특별자치도 제주시 일도일동 1481-6,제주특별자치도,제주시,일도일동,우리회수산,http://place.map.kakao.com/1881173202,음식점
1,1,1,h003009_75055,126.52608879984363,33.513123226378454,2023-08-23 21:43:00,h_h003009,1,제주특별자치도 제주시 관덕로 지하 58,제주특별자치도,제주시,,스시도모다찌 칠성점,http://place.map.kakao.com/1755141351,음식점
2,2,3,h003009_75055,126.93396713864207,33.47325891787644,2023-08-24 10:44:00,h_h003009,2,제주특별자치도 서귀포시 성산읍 성산리 347-9,제주특별자치도,서귀포시,성산읍 성산리,텀브커피 여객터미널점,http://place.map.kakao.com/316421450,카페
3,3,4,h003009_75055,126.95500632882396,33.492130320432864,2023-08-24 13:17:00,h_h003009,2,제주특별자치도 제주시 우도면 연평리 2668-6,제주특별자치도,제주시,우도면 연평리,훈데르트윈즈,http://place.map.kakao.com/676261169,카페
4,4,5,h003009_75055,126.96841061842174,33.4971398164186,2023-08-24 13:38:00,h_h003009,2,제주특별자치도 제주시 우도면 연평리 317-1,제주특별자치도,제주시,우도면 연평리,우도왕자이야기,http://place.map.kakao.com/1035713356,음식점
5,5,6,h003009_75055,126.96786067333036,33.497832770799086,2023-08-24 14:14:00,h_h003009,2,제주특별자치도 제주시 우도면 우도해안길 1128,제주특별자치도,제주시,우도면,지미스,http://place.map.kakao.com/25551224,음식점
6,6,7,h003009_75055,126.93203892760523,33.465446467865085,2023-08-24 17:42:00,h_h003009,2,제주특별자치도 서귀포시 성산읍 성산리 400-18,제주특별자치도,서귀포시,성산읍 성산리,루프탑라운지 스카이라군,http://place.map.kakao.com/1844628823,관광명소
7,7,8,h003009_75055,126.93258070069794,33.465305217681006,2023-08-24 17:56:00,h_h003009,2,제주특별자치도 서귀포시 성산읍 성산리 400,제주특별자치도,서귀포시,성산읍 성산리,섭지코지로 성산본점,http://place.map.kakao.com/1634962661,음식점
8,8,9,h003009_75055,126.9155343262791,33.46023401933168,2023-08-24 19:18:00,h_h003009,2,제주특별자치도 서귀포시 성산읍 오조리 2210,제주특별자치도,서귀포시,성산읍 오조리,홍가네집밥,http://place.map.kakao.com/931505432,음식점
9,9,10,h003009_75055,126.4967614,33.49965746666667,2023-08-25 10:11:00,h_h003009,3,제주특별자치도 제주시 용담이동 1684-3,제주특별자치도,제주시,용담이동,라운지제주스테이,http://place.map.kakao.com/714842497,숙박
10,10,11,h003009_75055,126.48980254158803,33.4757463126634,2023-08-25 10:51:00,h_h003009,3,제주특별자치도 제주시 연동 1395-4,제주특별자치도,제주시,연동,제주연탄길,http://place.map.kakao.com/56005265,음식점
11,11,12,h003009_75055,126.47990086666664,33.48362313333334,2023-08-25 11:46:00,h_h003009,3,제주특별자치도 제주시 노형동 3817,제주특별자치도,제주시,노형동,강참치,http://place.map.kakao.com/1579815754,음식점
12,12,13,h003009_75055,126.47094313333334,33.508839583333334,2023-08-25 12:17:00,h_h003009,3,제주특별자치도 제주시 도두일동 1727-2,제주특별자치도,제주시,도두일동,도두동무지개해안도로,http://place.map.kakao.com/581695647,관광명소
13,13,14,h003009_75055,126.58781918509152,33.52702825349277,2023-08-25 14:16:00,h_h003009,3,제주특별자치도 제주시 삼양일동 1622-3,제주특별자치도,제주시,삼양일동,삼양금돼지,http://place.map.kakao.com/442906200,음식점
14,14,15,h003009_75055,126.58673390607936,33.52594737166187,2023-08-25 16:27:00,h_h003009,3,제주특별자치도 제주시 삼양일동 1569-24,제주특별자치도,제주시,삼양일동,삼양해수욕장종합상황실,http://place.map.kakao.com/1712659586,관광명소
15,15,16,h003009_75055,126.79760942351383,33.55511377009244,2023-08-26 06:56:00,h_h003009,4,제주특별자치도 제주시 구좌읍 월정리 652-4,제주특별자치도,제주시,구좌읍 월정리,바당지기,http://place.map.kakao.com/24324074,음식점
16,16,17,h003009_75055,126.51934133333332,33.512158066666665,2023-08-26 08:27:00,h_h003009,4,제주특별자치도 제주시 용담일동 149-1,제주특별자치도,제주시,용담일동,송림반점,http://place.map.kakao.com/20807210,음식점
