,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,MOBILE_NUM_ID,X_COORD,Y_COORD,DT_MIN,TRAVEL_ID,TRAVEL_DAY,ADDRESS_FULL,ADDRESS_1DEPTH,ADDRESS_2DEPTH,ADDRESS_3DEPTH,ADDRESS_NAME,PHOTO_URL,PLACE_URL,PLACE_CAT
0,0,0,0,h000068_56523,126.5124981,33.4878902,2023-05-27 10:43:00,h_h000068,1,제주특별자치도 제주시 연사3길 9,제주특별자치도,제주시,,달빛포차,,http://place.map.kakao.com/1613041328,음식점
1,1,1,1,h000068_56523,126.5113088,33.4921173,2023-05-27 10:56:00,h_h000068,1,제주특별자치도 제주시 사평4길 4-2,제주특별자치도,제주시,,덕인당 제주점,https://lh3.googleusercontent.com/place-photos/AEkURDzaC-6beqz252oQfHIlUb_LaYvbOFQxlZ-eLvcW2I5fqLOlkeNlbOyzFQw8j3uD1Qb-5YWWTiuxO71DwgJ3pG_MJs8f3w7YZd2ymw-ts-EJ2FkEqdfIsySZS6yn_qSPjiCCltoIwZOrhOs-9A=s4800-w4000-h2250,http://place.map.kakao.com/27414144,음식점
2,2,2,3,h000068_56523,126.4166809,33.269771,2023-05-27 14:25:00,h_h000068,1,제주특별자치도 서귀포시 색달중앙로 162,제주특별자치도,서귀포시,,두도레스토랑,https://lh3.googleusercontent.com/place-photos/AEkURDyol6lnzwiB4A_RGCTPIksLvH0c8U-jttLGewcYMGMVBP7vbXuJ0jcZ7Te5N6CbkOmZA9nYuIvX6sihK0RQP9L8iqmV1DOVtpdoqFQYmUFzN9-G-4EaPKbVAyc7BxVly7a9-FVLrS2Th7nYGfihW6pfPw=s4800-w4000-h3000,http://place.map.kakao.com/1654612998,음식점
3,3,3,4,h000068_56523,126.5088202,33.2466644,2023-05-27 17:37:00,h_h000068,1,제주특별자치도 서귀포시 월드컵로 33,제주특별자치도,서귀포시,,롯데시네마 서귀포,https://lh3.googleusercontent.com/place-photos/AEkURDy_rxnnt5tXTUZoI0y7XWzYm6HgVc19ezIZi5kOTZsjqpRG9Wfe6gSes-peGAyhe9DNceeH02bZjp5tKzdVqn033MfNrIWgN-zOnWpiPBYegrmcERL7XjLTppe6Cwzc9dKZVMQ5m0WR6RhHOg=s4800-w4032-h3024,http://place.map.kakao.com/15845048,문화시설
4,4,4,5,h000068_56523,126.5593256,33.2463994,2023-05-27 19:20:00,h_h000068,1,제주특별자치도 서귀포시 태평로 355,제주특별자치도,서귀포시,,흑돼지BBQ,https://lh3.googleusercontent.com/place-photos/AEkURDyC-SVmVKt-rRE8-v6ZUggR6Qdri5hLWUyXjAeh2sZh78Xnztj5jiL-BXgpzz8vciqoqO4TqJ1STiA-wwqhAixk_ZkblxsG4ze9-9P_3XG7ImgQtxzwxee9WpWCVc0Dv4dH4JElaiq1Rl45ROs=s4800-w4800-h3600,http://place.map.kakao.com/25448888,음식점
5,5,5,6,h000068_56523,126.56513,33.2441412,2023-05-27 20:36:00,h_h000068,1,제주특별자치도 서귀포시 서귀동 575-4,제주특별자치도,서귀포시,서귀동,오또도넛 서귀점,https://lh3.googleusercontent.com/places/ANXAkqEUYZUXcuIQZXK-u1Kb9OhCSscLAiME2p1Mr4ixpuVH4pvBc2SJD15VYv9T73hiVzIlPhzzRvIjjq8JIWTemagVAZb-Hi3dY6M=s4800-w4032-h3024,http://place.map.kakao.com/191835210,음식점
6,6,6,7,h000068_56523,126.5651738,33.2444428,2023-05-27 20:51:00,h_h000068,1,제주특별자치도 서귀포시 서귀동 575-2,제주특별자치도,서귀포시,서귀동,서작가초밥집,https://lh3.googleusercontent.com/place-photos/AEkURDy6euF7iR7oJwg7eU4Sm_fhh3hPZQhPpEvz4vnwfH-Bspxc_x86nmlBUDSYq7FOwJ2EmgAKALJs593dNTNayRwV3tr3DidhyGa3icTGiXTrY5Fu92hUBxEoi8Zi2S8zyh63U8W7AQf-N_KccDM=s4800-w2560-h1440,http://place.map.kakao.com/505706956,음식점
7,7,7,8,h000068_56523,126.5609087,33.2469152,2023-05-28 09:26:00,h_h000068,2,제주특별자치도 서귀포시 태평로353번길 14,제주특별자치도,서귀포시,,탐라한상,https://lh3.googleusercontent.com/places/ANXAkqHNg2-5mHIGyd5H9Rub6QNJBJ8cqRyqvkDV7x7lnVNjYn3egfXmstCHMy2KJyriL131tG6CzH6ojrNorudTrUzKsfyl9BV9smw=s4800-w4032-h3024,http://place.map.kakao.com/1191460289,음식점
8,8,8,9,h000068_56523,126.7787855,33.4028889,2023-05-28 11:56:00,h_h000068,2,제주특별자치도 서귀포시 표선면 번영로 2564-21,제주특별자치도,서귀포시,표선면,제주아리랑,https://lh3.googleusercontent.com/places/ANXAkqGl2N_YO5ARE6a1_ejwoGhDhZ9yZ33mrjHlddwqLzf8W7AiehFbBnXD9C-EX7LIpHg2aszKPXbE3NEJLbrxMBDdEnHKsqCX84k=s4800-w3840-h2560,http://place.map.kakao.com/102301450,문화시설
9,9,9,10,h000068_56523,126.8406949,33.3214206,2023-05-28 13:15:00,h_h000068,2,제주특별자치도 서귀포시 표선면 민속해안로 631-34,제주특별자치도,서귀포시,표선면,제주민속촌박물관 어촌,https://lh3.googleusercontent.com/place-photos/AEkURDxJhhMm3hdXabn9A3-cGHaQsVUqsQahv_PWPqr95Fl8JChnyY7Dm5vLKYD8j391tcGb3aLQ9ZTGC1_DsttJ5uqP2zIgdFKMt3wzkmDL3y9LhzWNGOgCeOqcqVN10cX7UIS6LUAHQlv8hXF5Bg=s4800-w4032-h3024,http://place.map.kakao.com/17570205,관광명소
10,10,10,11,h000068_56523,126.8429172,33.3222022,2023-05-28 14:16:00,h_h000068,2,제주특별자치도 서귀포시 표선면 민속해안로 631-34,제주특별자치도,서귀포시,표선면,제주민속촌,https://lh3.googleusercontent.com/place-photos/AEkURDxJhhMm3hdXabn9A3-cGHaQsVUqsQahv_PWPqr95Fl8JChnyY7Dm5vLKYD8j391tcGb3aLQ9ZTGC1_DsttJ5uqP2zIgdFKMt3wzkmDL3y9LhzWNGOgCeOqcqVN10cX7UIS6LUAHQlv8hXF5Bg=s4800-w4032-h3024,http://place.map.kakao.com/8063566,관광명소
