,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,MOBILE_NUM_ID,X_COORD,Y_COORD,DT_MIN,TRAVEL_ID,TRAVEL_DAY,ADDRESS_FULL,ADDRESS_1DEPTH,ADDRESS_2DEPTH,ADDRESS_3DEPTH,ADDRESS_NAME,PLACE_URL,PLACE_CAT,PHOTO_URL
0,0,0,0,h001730_67698,126.62552111852536,33.53580202161222,2023-07-24 21:01:00,h_h001730,1,제주특별자치도 제주시 조천읍 신촌리 529-18,제주특별자치도,제주시,조천읍 신촌리,별짬뽕,http://place.map.kakao.com/1523588141,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDyqng02QinkbLFzhvwKG4xyvlXMUjuny64jQvu9vS_rNnEWcsQm2fyTEKB6FsaE9SM3EhnPku5dUlHuw-G7lA4O2geGm8Xuv5GY-53fOTg7-WyMNqPUD8RD2v2w5jIdg3ZIn9x4uSc-RWTsxl1F42fIWA=s4800-w3024-h4032
1,1,1,1,h001730_67698,126.62692789273272,33.53595919188874,2023-07-25 06:48:00,h_h001730,2,제주특별자치도 제주시 조천읍 신촌리 4005,제주특별자치도,제주시,조천읍 신촌리,대섬,http://place.map.kakao.com/237571,관광명소,https://lh3.googleusercontent.com/place-photos/AEkURDzww1vB1XH0hAkhh1OoRgkadATWMJ-952ii5hIyDh7TKRGbxQf_bGyj943RCzRyVaNQJEPRQUgmkxulKwyc0lAMv_SZ26GW4gjQtFRY4060kAGTcBfjbiqtavLFnRvNQnVtm90o4gKhgBzZ_w=s4800-w4032-h3024
2,2,2,2,h001730_67698,126.66853412168436,33.542586902741014,2023-07-26 13:18:00,h_h001730,3,제주특별자치도 제주시 조천읍 함덕리 1004-48,제주특별자치도,제주시,조천읍 함덕리,함덕연옥,http://place.map.kakao.com/1730219412,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDzykxuPcFcHs1NPurzkIJUYiis1j3Gb9K8q1yQ-gopWIU-9RDkuZyLA_OVj0VSlGuI1nIqjGuRP7viGfcYKlcS9tYQgbtD72x2BX-GM16WaWZFgoIfI1B5f_JC2r-FT2h9ak2zwbQQ7ZNYt8A=s4800-w4032-h3024
3,3,3,3,h001730_67698,126.66548361720515,33.54182526741727,2023-07-26 14:10:00,h_h001730,3,제주특별자치도 제주시 조천읍 함덕리 4139,제주특별자치도,제주시,조천읍 함덕리,선우수산,http://place.map.kakao.com/979272584,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDxoR_JdmmBki5i2XQdfpSCollknSh1mR44E25bPNWCXON_cyCafPdf6stOcuTtxl0bHFYFG7G7uCsEx9_HqDFc3BiUdhUuMDRqFNk7IEPiswAoWComZHkPEpx25bFLVOb1neKpKRZiNwLDWeQ=s4800-w800-h599
4,4,4,4,h001730_67698,126.62311878858472,33.537794978275976,2023-07-26 15:11:00,h_h001730,3,제주특별자치도 제주시 조천읍 신촌리 4005,제주특별자치도,제주시,조천읍 신촌리,동카름,http://place.map.kakao.com/1918937,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDzckKd5Ki247bROuUZGV_J7YulmTCoqBrrFqh6mMzvdOOz-X-Oy-xNK_WetwEjcDOV5FbTtnECQq8KhTZSk-WpyvbGEwy2tRrn4Niq5xCEuDqM-FRc41ovo4RLaRI4_NzwMlWqRSUjLjWjepg=s4800-w4000-h3000
5,5,5,5,h001730_67698,126.62400025282224,33.53663378637166,2023-07-26 15:33:00,h_h001730,3,제주특별자치도 제주시 조천읍 신촌리 4005,제주특별자치도,제주시,조천읍 신촌리,제주 스테이벨라펜션,http://place.map.kakao.com/763605955,숙박,
6,6,6,6,h001730_67698,126.62260797313397,33.53901809548988,2023-07-26 19:37:00,h_h001730,3,제주특별자치도 제주시 조천읍 신촌9길 51-1,제주특별자치도,제주시,조천읍,미영이네 2호점,http://place.map.kakao.com/1328807940,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDyUXOIk3wuANduNe3B_IiFisDP1wVJVKGD5sP6AMJvRLc9kin3HWDx-_kwH9rk0zMTf1DYEghxuMGL-TjjG21tPQF-IXLnEWGBjGgulydWLTxdx5SYqsTWKwVLXnDhYFneudyLn6g4qdIPi=s4800-w4000-h3000
