,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,MOBILE_NUM_ID,X_COORD,Y_COORD,DT_MIN,TRAVEL_ID,TRAVEL_DAY,ADDRESS_FULL,ADDRESS_1DEPTH,ADDRESS_2DEPTH,ADDRESS_3DEPTH,ADDRESS_NAME,PLACE_URL,PLACE_CAT,PHOTO_URL
0,0,0,0,h002053_69110,126.50024780609452,33.48811384506468,2023-07-18 18:46:00,h_h002053,1,제주특별자치도 제주시 연동 322-33,제주특별자치도,제주시,연동,신제주보말칼국수 제주본점,http://place.map.kakao.com/1527491418,음식점,https://lh3.googleusercontent.com/places/ANXAkqE9E213XUXzgPPxG_zkMFRnc5A2904RYniTN0MoZjISzNFHPAnk__Y7bWigIv0tSlfYDMZx_wxfeICAXyCHlPSjG89jl83__-U=s4800-w1280-h960
1,1,1,1,h002053_69110,126.4900239064784,33.48610389871485,2023-07-18 20:47:00,h_h002053,1,제주특별자치도 제주시 연동 273,제주특별자치도,제주시,연동,누웨마루거리,http://place.map.kakao.com/21811778,관광명소,https://lh3.googleusercontent.com/place-photos/AEkURDw1zUCp2cZtiK3lugyqyBjf1ddP3wJCVBkyWz84azQk8kQnHs8OG85TvatdG_ugUNMGtlyZtJJlQvrotSuypGaoUUl-6Ug6opFAn0jZ1OyI6PpJBumDNxDB4gN66r2GYf7e0IIILCWjRiC6TA=s4800-w4800-h3200
2,2,2,2,h002053_69110,126.48980790430524,33.4854637041361,2023-07-18 20:59:00,h_h002053,1,제주특별자치도 제주시 신광로 74,제주특별자치도,제주시,,전라도식당,http://place.map.kakao.com/10731188,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDznueeNQCWpb6-Ae2DxE6S28dF-d52EWCPuL9QYdZNkFpSULKv-8TYbzQTVUnJsp9EGDW7fNgrHO_YE5iZf-UbszAUIVgcjWZmHDipC9q8fJ3JFqyj_gRZMEE6XcihhLjaYn_TwZIXydmbxWA=s4800-w3984-h2988
3,3,3,3,h002053_69110,126.48846019488502,33.485804926904336,2023-07-19 00:00:00,h_h002053,2,제주특별자치도 제주시 노연로 80,제주특별자치도,제주시,,거부갈비,http://place.map.kakao.com/1957836536,음식점,https://lh3.googleusercontent.com/places/ANXAkqGO5xcfLLvlxenNgSQD2cAdlM4AJbvYi8VT0pclm7l75JBS8DSbfPzs2wIUi_mEpb7IjiyOjEs55E_jq0dJc0a71ZabrdQG-FY=s4800-w1050-h1400
4,4,4,4,h002053_69110,126.48836148752676,33.48580092436751,2023-07-19 08:00:00,h_h002053,2,제주특별자치도 제주시 노연로 80,제주특별자치도,제주시,,하이디라오 제주도점,http://place.map.kakao.com/1143177072,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDzx93WKd-RI5SNGkZ2JKZpZ814UFwSrJ8gb2vnSI-yDk2tcZD6mrdUMqEcZZiqZN5st_5xQu5nAMfydCoGpVZ_WHEgOQ2HgEphV5d-4cGu4xICdQF9zTYddhxPTFekEWXkNxI_GEAP22Ct4Wijeur4Vzg=s4800-w4000-h3000
5,5,5,5,h002053_69110,126.5221573764038,33.24490538959626,2023-07-19 11:54:00,h_h002053,2,제주특별자치도 서귀포시 서호동 130-5,제주특별자치도,서귀포시,서호동,하영횟집,http://place.map.kakao.com/11214645,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDzOAEAoFS0UDqM6I1bktYZWPcJ3gAWNNe1uq7JceSZ5JT-ZZ-HyOmJXQX_rDWasY2vznOULBnZ2DIcpwWD61MKQr7HswVQRStBCglxFkU-Nq1ntHZ9QXxB-tgUyHhbZ_MxIJLw9t2hjbuQ3ZQ=s4800-w3024-h4032
6,6,6,6,h002053_69110,126.52192445541316,33.24466986000809,2023-07-19 12:17:00,h_h002053,2,제주특별자치도 서귀포시 서호동 122-6,제주특별자치도,서귀포시,서호동,범섬칼국수,http://place.map.kakao.com/24662359,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDydbxA6G-_globQLsfIV1wlAsh9iI5kXRhQEF9ppl4VE7oMGYMPOByPPhyygR975Q7fihs24c4lGuw97oLsGORth7ywfljnuG60-54kYBbrSgYyw-mrcniMN4AYDoh5lcAi0eHbq-DXKil9bW0PShl7=s4800-w4000-h2256
7,7,7,7,h002053_69110,126.29832820597348,33.361220791913745,2023-07-19 14:39:00,h_h002053,2,제주특별자치도 제주시 한림읍 금악리 2031-12,제주특별자치도,제주시,한림읍 금악리,모슬민박,http://place.map.kakao.com/1390575744,숙박,https://lh3.googleusercontent.com/place-photos/AEkURDwxUx5qgm3Eq_16onBR9WH8_HMgYILhUACdhNarkoQmlkomDSq9L5KgNQ1IPSSXC40pZqAF5a8pHukWZEWifZ4_di-XnZCaUWr5U1QA03DiBaoUmww_3NvOwILgvKbSzTbg3ZqfumtV3h8Hn3I=s4800-w4608-h2592
8,8,8,9,h002053_69110,126.51520573451856,33.50115568555152,2023-07-19 16:23:00,h_h002053,2,제주특별자치도 제주시 용담일동 2826-2,제주특별자치도,제주시,용담일동,금복촌,http://place.map.kakao.com/11014933,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDwRMBUixaLo3EL73SrFf9IjD9EDuAX7btf1qVkWdvarjVoSsyJYJIG2HPalhfEmAclR8tiecRatPCJ34M-zq7p53LN7Ng9nG5qh0_ONv5yDw_Jbc9C33zvBLfXJEtfstnLT8F3YOH5Jj_2p31YOG-ocmg=s4800-w4032-h3024
9,9,9,10,h002053_69110,126.52513668950408,33.51143851338862,2023-07-19 17:13:00,h_h002053,2,제주특별자치도 제주시 오현길 75,제주특별자치도,제주시,,골목식당,http://place.map.kakao.com/21516667,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDyhhgtivfNe2UW02EOuPl5k9PBRW2M-31F2qwv2rT57tAX-_OPHIVpbldeKMi_opv-UHFoAOMIlLr3QoFyhzImaGO9WFFA7CjEs4NrTvtHk5lFhY_Gvfksmvac97cwT6_l1dzLAj_9vCEON=s4800-w3000-h4000
