,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,MOBILE_NUM_ID,X_COORD,Y_COORD,DT_MIN,TRAVEL_ID,TRAVEL_DAY,ADDRESS_FULL,ADDRESS_1DEPTH,ADDRESS_2DEPTH,ADDRESS_3DEPTH,ADDRESS_NAME,PHOTO_URL,PLACE_URL,PLACE_CAT
0,0,0,0,h001079_64278,126.50515312816056,33.51682488157051,2023-06-22 21:33:00,h_h001079,1,제주특별자치도 제주시 용담삼동 2580,제주특별자치도,제주시,용담삼동,제주대게회타운,https://lh3.googleusercontent.com/place-photos/AEkURDzLV31kaqG_Fy8PiA5BmpzvIvw4DUk1IOnyMqjcJbZThg-sQBqIJkivtKxVB-4bc1mncCLK-0jt_-57hS4BvQaI5R0memah0VJ1awXQzaW-FfdISfV27mDjPKMXAEqJWD1rDUsleGhc_rSPRg=s4800-w2880-h2160,http://place.map.kakao.com/26528917,음식점
1,1,1,1,h001079_64278,126.67121708151797,33.54019297177612,2023-06-23 10:25:00,h_h001079,2,제주특별자치도 제주시 조천읍 신북로 577,제주특별자치도,제주시,조천읍,야끼토리디귿,https://lh3.googleusercontent.com/place-photos/AEkURDzIC6fKW-bhZ6FM0Seg6crhx1DBjJFpUpSARYdLqXCgpm1gGSfKnM5Vdni0-vy38gL14jhfmFXnW8wIhm-_SUyF-d6XuXHM1HDUM00Fm3NKdQvENuse-T1uKdbMsEu8_m9PVsez3WAkihZP=s4800-w2992-h2992,http://place.map.kakao.com/1529123400,음식점
2,2,2,2,h001079_64278,126.67124655997216,33.54060230961936,2023-06-23 10:59:00,h_h001079,2,제주특별자치도 제주시 조천읍 신북로 577,제주특별자치도,제주시,조천읍,BBQ 소노벨제주2호점,https://lh3.googleusercontent.com/place-photos/AEkURDxqeM6aGfu9orZUa6z5k3uMpLcuLVGePa7Fq4Cdyza88Kp52Hf_2R-hRRfRr5_OjYBa4u6xt5fL2NDJ23lDbciOZwtbi-Ic7ZfxGws450gzSScUADXUtxUi353Pgf7I94M3Fc3rgvdwN2PfSDc=s4800-w3000-h4000,http://place.map.kakao.com/2089574870,음식점
3,3,3,3,h001079_64278,126.66974426280244,33.5432568041756,2023-06-23 11:58:00,h_h001079,2,제주특별자치도 제주시 조천읍 조함해안로 525,제주특별자치도,제주시,조천읍,함덕해수욕장,https://lh3.googleusercontent.com/place-photos/AEkURDwfs0Y6PXXL5nM3y_CKl_NxR9zQG5CE5jiMmVnKx2PmZqgcaqJSFpEL5nvGYIRaQ9q1JceGMtZ-kTCF79RmAOpVx26iKvEvo1za3e1mMPUBaxxeT8uhnV9U3bNbye_Ti01yMlWm1uHYSJRlBYs=s4800-w4800-h3179,http://place.map.kakao.com/8148451,관광명소
4,4,4,4,h001079_64278,126.66852187491575,33.54333383534523,2023-06-23 12:36:00,h_h001079,2,제주특별자치도 제주시 조천읍 함덕리 산 14-1,제주특별자치도,제주시,조천읍 함덕리,델문도,https://lh3.googleusercontent.com/place-photos/AEkURDydHYep4xvjBZKyYOHoZvtRyb_JhfNZiFAsSm_uR9fOmlGcCj-IgvMYtbYyhHJNVE0TW5Bb2lEkDYdvkHWJhxgTeSBBwnTM6CQ0zcYEnslCn56sRt50gFhlMzIQ_8Eu1anQh_OAxrn-XOwavw=s4800-w4800-h2700,http://place.map.kakao.com/26867476,카페
5,5,5,5,h001079_64278,126.67124536454216,33.54257228249183,2023-06-23 13:35:00,h_h001079,2,제주특별자치도 제주시 조천읍 함덕리 270-13,제주특별자치도,제주시,조천읍 함덕리,오드랑베이커리,https://lh3.googleusercontent.com/place-photos/AEkURDxHtmHis56SLR3aWe_3pFsHiMaD98oL_b7TZjYZGhPY9zolNh5FMxA5ghuq1obsldLsTfCPcZyQ-USGBl0Mvw8PTpGnMaKUEKmgMLkwg0-ajLRg3Tv-HKlK91MzRolWOXUChU3gDoXNYd_FJfB1nxtuLw=s4800-w4096-h3072,http://place.map.kakao.com/1578746387,음식점
6,6,6,6,h001079_64278,126.77200632357034,33.52897973169096,2023-06-23 15:21:00,h_h001079,2,제주특별자치도 제주시 구좌읍 만장굴길 182,제주특별자치도,제주시,구좌읍,만장굴향토식당,,http://place.map.kakao.com/18096999,음식점
7,7,7,7,h001079_64278,126.91090603528208,33.454493420969364,2023-06-23 18:11:00,h_h001079,2,제주특별자치도 서귀포시 성산읍 오조리 1039-18,제주특별자치도,서귀포시,성산읍 오조리,광주식당,https://lh3.googleusercontent.com/place-photos/AEkURDwN411cPRJwpi6TJEvvfbxADdXmbKdh9FxN1xHfdET_EI-zhIIqSuuuPKc0B7cwHvQFwCyMJA2qGjck2eOAZ6tcM3DzMochRa4SGCqHVOE-kJNRSfIqRevYt62ahpn_IZWVoMzZAr9dKrSWCFc=s4800-w4032-h3024,http://place.map.kakao.com/152859829,음식점
8,8,8,8,h001079_64278,126.93275660696492,33.46525938801691,2023-06-23 19:03:00,h_h001079,2,제주특별자치도 서귀포시 성산읍 성산리 400,제주특별자치도,서귀포시,성산읍 성산리,섭지코지로 성산본점,https://lh3.googleusercontent.com/places/ANXAkqHoB5P0HydCYOM5Y6GSEn25VttyZtgYYZz5639Xmgix4JkTq1R7AhH-MjwaRZ2SaFgy0V3qz5sTip5dWF919u3Hm1wtcVoBc_0=s4800-w4032-h3024,http://place.map.kakao.com/1634962661,음식점
9,9,9,9,h001079_64278,126.93513821930382,33.46310903343672,2023-06-23 19:39:00,h_h001079,2,제주특별자치도 서귀포시 성산읍 성산리 108-2,제주특별자치도,서귀포시,성산읍 성산리,성산일출봉 청운식당,https://lh3.googleusercontent.com/places/ANXAkqEQCl4hGhI1qI1hjradclWXALTi8eiiGl32hpQCL5JkplyG7BrA1yOHgJsiAzVxPdEIbPZtzU5RjjllY-poYGegxFuMdt8BDNA=s4800-w4337-h2886,http://place.map.kakao.com/8577081,음식점
10,10,10,10,h001079_64278,126.91029043835196,33.45515429486699,2023-06-24 00:07:00,h_h001079,3,제주특별자치도 서귀포시 성산읍 오조리 989,제주특별자치도,서귀포시,성산읍 오조리,코델리아,https://lh3.googleusercontent.com/place-photos/AEkURDwSMUsMbGA-D-6iSMm7pHQ_4GRDUtOzFf5Kr_wSaK8RbfMx4HZB5B9TA_nKEhpjUA0lO6WpKF9q_7Hj1Z6SRgg3kq8UkB_Kaj0dO4c_GZYyoDgbVanIRFOfCC9YY9lV3lEZaHOw-QMJPaSVkw=s4800-w3600-h4800,http://place.map.kakao.com/2118430527,숙박
11,11,11,11,h001079_64278,126.66734719691613,33.53681996258407,2023-06-24 10:12:00,h_h001079,3,제주특별자치도 제주시 조천읍 함덕리 916,제주특별자치도,제주시,조천읍 함덕리,버거킹 제주함덕DT점,https://lh3.googleusercontent.com/place-photos/AEkURDyRQikeGFgyl3lYil6LT0IpCxXh1ehoq2mcpI_gvJZrLecoF7Z_3W7qdtQtQzPFsOBDr--MH7NU4bIh3mqFy7BDc110RBZVE7wZj9F9OYasQIOHwpFMa0oPfEiBjbVu2tky2_waQdXtlAALaA=s4800-w3599-h4800,http://place.map.kakao.com/2120668608,음식점
12,12,12,12,h001079_64278,126.54104262043003,33.513704454478734,2023-06-24 11:48:00,h_h001079,3,제주특별자치도 제주시 건입동 711,제주특별자치도,제주시,건입동,우누커피,https://lh3.googleusercontent.com/place-photos/AEkURDwyRzdk4oEDoXyoxDzzEDkgllVtSpEYim3cX4t8yPMmQ-1UodMXlh896S5DNMl_WSO6HFY1_IIzxCfXnJZ--EyDmqmUUWi4JGjEZmur0yY99tE0wTyq7Rj2B_M4jlCs8Y8m9Eeqy69EiD7N0w=s4800-w4624-h3468,http://place.map.kakao.com/1334162602,카페
13,13,13,13,h001079_64278,126.50330289999998,33.51050088333333,2023-06-24 12:28:00,h_h001079,3,제주특별자치도 제주시 용담이동 881-23,제주특별자치도,제주시,용담이동,본날,https://lh3.googleusercontent.com/place-photos/AEkURDzXVBA6hfkJGHDNbEJYYZyXLQ5f4ReOjLaNJB5mIz2lqeL4wIEJtmHjhP8nDvZnUoH6wiTemGKPgqeroc-I0knq3eXw3U_RdIDom1gd2haaMAH698zNJTEFLgzQA2vDaF43nE71J8EEqvbANw=s4800-w3024-h4032,http://place.map.kakao.com/1626633463,음식점
14,14,14,15,h001079_64278,126.2807704,33.248941916666666,2023-06-24 17:26:00,h_h001079,3,제주특별자치도 서귀포시 대정읍 인성리 267-10,제주특별자치도,서귀포시,대정읍 인성리,청루 봉평메밀막국수전문점,https://lh3.googleusercontent.com/place-photos/AEkURDwLOR_yb0I-PBkHr17RFd122EL5hABLZdZTrxQOhiigBmJWT27WR9SR2Wi_xYJX2vta33nl5qBAwBC_9wXl5fYKwavrQmFM8-18ayuXq71ckWh9BZO_o_7SfTDVFpXu8Kz0og9O50f2DFewnTA=s4800-w3735-h2800,http://place.map.kakao.com/8534810,음식점
15,15,15,16,h001079_64278,126.56418846570008,33.2400033401386,2023-06-24 20:56:00,h_h001079,3,제주특별자치도 서귀포시 서귀동 786-6,제주특별자치도,서귀포시,서귀동,어부촌 서귀포올레시장본점,https://lh3.googleusercontent.com/place-photos/AEkURDz8WwpRHdzTwJtHQpmf411Y0mmp2HYfphyAzKrOXMG3Xxccj86vXLSfRaIgf5lb4T-HALCZi1SXyoFKXcgEraERitj20GTLOPwneq-pXziolhKN7QrTWIIu95xWqJfC0l0wUy4SaEpL4QJAsw=s4800-w1920-h1440,http://place.map.kakao.com/825634855,음식점
16,16,16,17,h001079_64278,126.5644887553065,33.24108441619556,2023-06-25 08:34:00,h_h001079,4,제주특별자치도 서귀포시 서귀동 782-6,제주특별자치도,서귀포시,서귀동,할매식당,https://lh3.googleusercontent.com/place-photos/AEkURDzS46APGDlzhQjW3VtNAZW9uv3zF5PfGDuC654wnlcY8y_5AcKJyN533t19IBYrmKGyOpkeiuYMIPSvluyrVu5jOqGOWUESfS0LpFrnxkcOrFt0MenwNEwcrBnNfxp9KHCEqQstTB6hw_By04M=s4800-w4800-h3599,http://place.map.kakao.com/11424144,음식점
17,17,17,18,h001079_64278,126.65686388333332,33.269150100000004,2023-06-25 12:25:00,h_h001079,4,제주특별자치도 서귀포시 남원읍 위미리 2945-1,제주특별자치도,서귀포시,남원읍 위미리,위미그라스,https://lh3.googleusercontent.com/places/ANXAkqECOMmhK4IWSgNc1WnfUmneKxTkYzcq-2FbWlE6oEsJDVh8ZO_tRpXalAOf3oZZC29SWhg8tVvtKBq2xjCOssZpXY0RKw6_tJg=s4800-w1920-h1080,http://place.map.kakao.com/1907012722,숙박
