,Unnamed: 0.1,Unnamed: 0,MOBILE_NUM_ID,X_COORD,Y_COORD,DT_MIN,TRAVEL_ID,TRAVEL_DAY,ADDRESS_FULL,ADDRESS_1DEPTH,ADDRESS_2DEPTH,ADDRESS_3DEPTH,ADDRESS_NAME,PLACE_URL,PLACE_CAT
0,0,1,h002694_73392,126.4540467,33.4647889,2023-08-17 13:08:00,h_h002694,1,제주특별자치도 제주시 해안마을북길 14-6,제주특별자치도,제주시,,신신호텔 제주시티,http://place.map.kakao.com/1896583912,숙박
1,1,2,h002694_73392,126.3039372,33.4486123,2023-08-17 14:54:00,h_h002694,1,제주특별자치도 제주시 애월읍 곽지리 1565,제주특별자치도,제주시,애월읍 곽지리,버거리 수제버거 제주애월 본점,http://place.map.kakao.com/1737615002,음식점
2,2,3,h002694_73392,126.3048792,33.4502881,2023-08-17 15:16:00,h_h002694,1,제주특별자치도 제주시 애월읍 곽지리 1565,제주특별자치도,제주시,애월읍 곽지리,곽지해수욕장,http://place.map.kakao.com/25022153,관광명소
3,3,4,h002694_73392,126.4269976,33.4923276,2023-08-18 16:04:00,h_h002694,2,제주특별자치도 제주시 일주서로 7300,제주특별자치도,제주시,,써브웨이 제주외도점,http://place.map.kakao.com/1612553722,음식점
4,4,5,h002694_73392,126.4876421,33.4882515,2023-08-18 18:25:00,h_h002694,2,제주특별자치도 제주시 신광로6길 26,제주특별자치도,제주시,,장똘뱅이오마카세,http://place.map.kakao.com/1445974551,음식점
5,5,6,h002694_73392,126.4271312,33.4896586,2023-08-18 19:21:00,h_h002694,2,제주특별자치도 제주시 외도일동 454-7,제주특별자치도,제주시,외도일동,오늘은좋은날,http://place.map.kakao.com/19345346,음식점
6,6,7,h002694_73392,126.4265504,33.4910718,2023-08-18 20:19:00,h_h002694,2,제주특별자치도 제주시 외도일동 648-1,제주특별자치도,제주시,외도일동,패티스터,http://place.map.kakao.com/1257497648,음식점
7,7,8,h002694_73392,126.3370965,33.4671511,2023-08-18 20:57:00,h_h002694,2,제주특별자치도 제주시 애월읍 고내리 1156-4,제주특별자치도,제주시,애월읍 고내리,애월 고불락,http://place.map.kakao.com/21196506,음식점
8,8,9,h002694_73392,126.3364039,33.4376329,2023-08-19 12:45:00,h_h002694,3,제주특별자치도 제주시 애월읍 납읍로 84,제주특별자치도,제주시,애월읍,타케리아 코코스,http://place.map.kakao.com/1308794469,음식점
9,9,10,h002694_73392,126.3936518,33.412305,2023-08-19 14:45:00,h_h002694,3,제주특별자치도 제주시 애월읍 평화로 2159,제주특별자치도,제주시,애월읍,테디베어하우스 테지움 제주점,http://place.map.kakao.com/11950714,관광명소
10,10,11,h002694_73392,126.5612825,33.4597782,2023-08-19 16:45:00,h_h002694,3,제주특별자치도 제주시 제주대학로 102,제주특별자치도,제주시,,김밥천국 제주대학점,http://place.map.kakao.com/8820356,음식점
11,11,12,h002694_73392,126.5264204,33.4619895,2023-08-19 20:06:00,h_h002694,3,제주특별자치도 제주시 오등동 1074,제주특별자치도,제주시,오등동,오드씽,http://place.map.kakao.com/888730662,카페
12,12,13,h002694_73392,126.4527309,33.4641672,2023-08-20 08:17:00,h_h002694,4,제주특별자치도 제주시 해안동 2108-3,제주특별자치도,제주시,해안동,계구리가든,http://place.map.kakao.com/10162534,음식점
13,13,14,h002694_73392,126.5118136,33.2472456,2023-08-20 09:47:00,h_h002694,4,제주특별자치도 서귀포시 법환상로2번길 97-27,제주특별자치도,서귀포시,,세리월드,http://place.map.kakao.com/10472331,관광명소
14,14,15,h002694_73392,126.5106589,33.2547275,2023-08-20 14:42:00,h_h002694,4,제주특별자치도 서귀포시 법환동 754,제주특별자치도,서귀포시,법환동,메이비아모르,http://place.map.kakao.com/27385961,카페
15,15,16,h002694_73392,126.5289087,33.2449385,2023-08-20 15:40:00,h_h002694,4,제주특별자치도 서귀포시 호근동 1568-2,제주특별자치도,서귀포시,호근동,흑돈향 흑돼지,http://place.map.kakao.com/25532497,음식점
16,16,17,h002694_73392,126.7904677,33.3818388,2023-08-20 16:41:00,h_h002694,4,제주특별자치도 서귀포시 표선면 성읍리 2197-16,제주특별자치도,서귀포시,표선면 성읍리,오늘은녹차한잔 카트장,http://place.map.kakao.com/2096590,관광명소
17,17,18,h002694_73392,126.8415604,33.3240609,2023-08-20 18:29:00,h_h002694,4,제주특별자치도 서귀포시 표선면 민속해안로 631-34,제주특별자치도,서귀포시,표선면,벨섬,http://place.map.kakao.com/265543731,관광명소
18,18,19,h002694_73392,126.8426836,33.3219364,2023-08-20 19:16:00,h_h002694,4,제주특별자치도 서귀포시 표선면 민속해안로 631-34,제주특별자치도,서귀포시,표선면,제주민속촌,http://place.map.kakao.com/8063566,관광명소
19,19,20,h002694_73392,126.8425938,33.3209209,2023-08-20 20:21:00,h_h002694,4,제주특별자치도 서귀포시 표선면 민속해안로 631-34,제주특별자치도,서귀포시,표선면,빛의섬루미버스,http://place.map.kakao.com/373975033,관광명소
20,20,21,h002694_73392,126.4539076,33.4652513,2023-08-21 02:00:00,h_h002694,5,제주특별자치도 제주시 해안마을북길 14-5,제주특별자치도,제주시,,제주나인리조트,http://place.map.kakao.com/17602489,숙박
21,21,22,h002694_73392,126.455493,33.4649488,2023-08-21 11:49:00,h_h002694,5,제주특별자치도 제주시 해안동 2137-1,제주특별자치도,제주시,해안동,노형수퍼마켙,http://place.map.kakao.com/1209632068,문화시설
22,22,23,h002694_73392,126.9190909,33.4358767,2023-08-21 15:28:00,h_h002694,5,제주특별자치도 서귀포시 성산읍 고성리 2747,제주특별자치도,서귀포시,성산읍 고성리,섭지바당,http://place.map.kakao.com/682692642,음식점
23,23,24,h002694_73392,126.9193383,33.4381848,2023-08-21 16:04:00,h_h002694,5,제주특별자치도 서귀포시 성산읍 고성리 536-3,제주특별자치도,서귀포시,성산읍 고성리,봄날제주,http://place.map.kakao.com/839446926,음식점
