,Unnamed: 0.1,Unnamed: 0,MOBILE_NUM_ID,X_COORD,Y_COORD,DT_MIN,TRAVEL_ID,TRAVEL_DAY,ADDRESS_FULL,ADDRESS_1DEPTH,ADDRESS_2DEPTH,ADDRESS_3DEPTH,ADDRESS_NAME,PLACE_URL,PLACE_CAT
0,0,0,h006568_227839,126.540743,33.5075346,2023-09-15 12:06:00,h_h006568,1,제주특별자치도 제주시 일도이동 449,제주특별자치도,제주시,일도이동,해와달삼계탕,http://place.map.kakao.com/26263599,음식점
1,1,2,h006568_227839,126.5329286,33.4953685,2023-09-15 21:47:00,h_h006568,1,제주특별자치도 제주시 이도이동 1085-4,제주특별자치도,제주시,이도이동,맥도날드 제주시청DT점,http://place.map.kakao.com/17593004,음식점
2,2,3,h006568_227839,126.528923,33.4972421,2023-09-15 22:46:00,h_h006568,1,제주특별자치도 제주시 이도이동 1940,제주특별자치도,제주시,이도이동,김마리,http://place.map.kakao.com/152559896,음식점
