,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,MOBILE_NUM_ID,X_COORD,Y_COORD,DT_MIN,TRAVEL_ID,TRAVEL_DAY,ADDRESS_FULL,ADDRESS_1DEPTH,ADDRESS_2DEPTH,ADDRESS_3DEPTH,ADDRESS_NAME,PLACE_URL,PLACE_CAT,PHOTO_URL
0,0,0,1,h001340_65621,126.491688247088,33.48983952038431,2023-06-25 22:20:00,h_h001340,1,제주특별자치도 제주시 연동 271,제주특별자치도,제주시,연동,중원,http://place.map.kakao.com/16881740,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDz2EIgI00WTZHqcfWlXWMlH0rMz1Ki6rQnA1_JxDanCHMXNRaNsMtCirAoNt0Zm4y4QYJPv3eNQSM3ttj5h5ZzPs0I74Z5r8nnIqUNiHhiJp8-u7j0tJUueWwIdQSh7gS0eGS3sCPftvXi43Ew=s4800-w4000-h3000
1,1,1,2,h001340_65621,126.52950027079945,33.50002591566918,2023-06-26 12:30:00,h_h001340,2,제주특별자치도 제주시 이도이동 1938-1,제주특별자치도,제주시,이도이동,스시도모다찌 제주점,http://place.map.kakao.com/12748422,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDxLRGZpSxunjXvLbmgs8CtPw1ENgib9kfjYQ_ZJWB-dLCuO2QfgeQsVsEUrof5NVbNSxtrhxSEdzT1SbmTPxnf0r9cByfYh-xz8DAFS627g3uAWzMZc_h-aWG_RxpV2jvEB51vEX1NBqC5KEHw=s4800-w1440-h1080
2,2,2,3,h001340_65621,126.52994201677916,33.501060713343826,2023-06-26 12:42:00,h_h001340,2,제주특별자치도 제주시 이도이동 1938-1,제주특별자치도,제주시,이도이동,제주침시술소,http://place.map.kakao.com/9444242,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDyc_27A2jFje6AXIovue2yMuyDEwfS5ngnux5Q2WmdiALcEfOs_5UW1IDiwktoTtZBj_mBsYg6swxW2YetTWh6Su1D_Vq42e25Wfss9IsPrqS7GTcf430Qr1NmuR_6TyL9reEAysVMVa_XQtw=s4800-w2992-h2992
3,3,3,4,h001340_65621,126.53841645343986,33.515671754011095,2023-06-26 14:59:00,h_h001340,2,제주특별자치도 제주시 건입동 1047-1,제주특별자치도,제주시,건입동,신동양,http://place.map.kakao.com/15751443,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDw54f4usw0D6uLZOz4QrEupgUqvgm8UXClsn1IsZGNHUqSikTBcga7z79l8Pj57ydDuCjSAnc_ssTErKEbLxX3TDgWQ6gdysXDI6_NWolJT2p0AOfqfYjjTf_91D_swLJaI9-vqkQpE1Fyj8w=s4800-w4032-h3024
4,4,4,5,h001340_65621,126.53951095428928,33.51792861244976,2023-06-26 19:49:00,h_h001340,2,제주특별자치도 제주시 임항로 249,제주특별자치도,제주시,,조약돌가든,http://place.map.kakao.com/10087871,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDxXCijCFbBTU-GH6PjR5bXRj94DtKm53Y4sqCTS_TP8xHnn1h2hExcdHy4hWkb2wf5zwijvUwYFDsYmxw2uiuPn86fM4WNO0xlERi0lLN-KRqaaEUaTSCZWfa2_rngpIX-JJA2AKnB43CXrig=s4800-w4000-h2252
5,5,5,6,h001340_65621,126.5395955772132,33.51817983201311,2023-06-26 22:15:00,h_h001340,2,제주특별자치도 제주시 건입동 711,제주특별자치도,제주시,건입동,해동이네,http://place.map.kakao.com/8642574,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDx12Qb90RC3jFpuA_oaokjjlDeq-HtogmJd9JYeNkpFXVILoEsEZbwmNbmXnu731dMowv5okGDX1_SWiCQJBUH9jh70tfqqDg_A_dXumr4fDLkLIriG1z1U1Wd7NrYqhg5x5_Kkw1ZNWZ7IEJw=s4800-w3024-h4032
6,6,6,7,h001340_65621,126.51993327383244,33.51141906339537,2023-06-27 11:04:00,h_h001340,3,제주특별자치도 제주시 서사로 13,제주특별자치도,제주시,,우진해장국,http://place.map.kakao.com/11547525,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDw7FtwBr10F-MV6tSTIDsl9bJePMLicphKddcwa2d01HRKwUxcJSAXcdvHht8g3A62kbZMBz-DaYm7TPRphAMmbqSU0XQGbGvxT71V1xnk8SOjso6FVGlS4eUTcniKallUuMW6EuhpewDzJGw=s4800-w4160-h3120
7,7,7,8,h001340_65621,126.45518563664386,33.496259683035404,2023-06-27 13:48:00,h_h001340,3,제주특별자치도 제주시 이호일동 1599-1,제주특별자치도,제주시,이호일동,섬민박,http://place.map.kakao.com/9177793,숙박,https://lh3.googleusercontent.com/places/ANXAkqEg2bhKTZ9Mqx4c57yhoVHCWzaXDqeJ6AOAqIPzZHwzHn5ahMJa0AK1Lopn7BzPjhaP5reyOgnR2QakiDO-EV6gh-js0y-S6ec=s4800-w1920-h1280
8,8,8,9,h001340_65621,126.52874848815227,33.51311664446968,2023-06-27 14:35:00,h_h001340,3,제주특별자치도 제주시 일도일동 1154-3,제주특별자치도,제주시,일도일동,아라리오뮤지엄 동문모텔1,http://place.map.kakao.com/25985380,문화시설,https://lh3.googleusercontent.com/place-photos/AEkURDxQzSiBbPQOwUKasjqV3BRMUCDaBx1KUNyQ-z9vGdnsuVQ88OeEAwGwtA1RZhQMW7Fnhtbd0RogWLevzwNUmYcWqCAAU_OO-uk1_Dj9MObq00aBGjpjE6KrMJt55L570DCnZUXSC8iwPVUwcg=s4800-w4000-h2252
9,9,9,10,h001340_65621,126.50253362675168,33.514531885845074,2023-06-27 15:54:00,h_h001340,3,제주특별자치도 제주시 용담삼동 973-1,제주특별자치도,제주시,용담삼동,제주어항,http://place.map.kakao.com/18954259,음식점,https://lh3.googleusercontent.com/place-photos/AEkURDzytOlH2MZWVdMrC_wlgIsxTD1y5olZwrihK_yB1wDwtl8xUjBFfFrGL3GYzp7rH0d29nMoeAqcb6HRmP3FX27wISTGwfVxrv_saxZBalYJH_Yse-sSpKCO-RtcYczgyGBvpLcmqdL9kmKjToThIKg6dw=s4800-w4000-h3000
